encounter_time,male,female
-1.0111429935441993,"sex: -1, alleles: -0.04","sex: 1, alleles: -0.02"
-1.0084087991255835,"sex: -1, alleles: 0.08","sex: 1, alleles: -0.84"
-1.0080906019212859,"sex: -1, alleles: -0.22","sex: 1, alleles: 0.91"
-1.007520292504132,"sex: -1, alleles: 0.29","sex: 1, alleles: 0.32"
-1.0069649314240534,"sex: -1, alleles: 0.05","sex: 1, alleles: -0.71"
-1.006727223705544,"sex: -1, alleles: -0.97","sex: 1, alleles: -0.16"
-1.0066805081539325,"sex: -1, alleles: 0.27","sex: 1, alleles: -0.17"
-1.0050825888188304,"sex: -1, alleles: 0.27","sex: 1, alleles: 0.45"
-1.0049668309951048,"sex: -1, alleles: 0.22","sex: 1, alleles: 0.48"
-1.0046733288511698,"sex: -1, alleles: -1.41","sex: 1, alleles: 0.32"
-1.0045269396140382,"sex: -1, alleles: 0.27","sex: 1, alleles: -1.82"
-1.0023760323670832,"sex: -1, alleles: 0.7","sex: 1, alleles: -0.3"
-1.001255217009885,"sex: -1, alleles: 0.47","sex: 1, alleles: -0.6"
-0.9998881996001056,"sex: -1, alleles: 0.51","sex: 1, alleles: 0.96"
-0.999260555753346,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.4"
-0.994759500568478,"sex: -1, alleles: -0.47","sex: 1, alleles: -0.82"
-0.9931589643060683,"sex: -1, alleles: 0.14","sex: 1, alleles: -0.77"
-0.99225203057549,"sex: -1, alleles: 0.23","sex: 1, alleles: 0.45"
-0.9915905440612971,"sex: -1, alleles: -0.91","sex: 1, alleles: 0.52"
-0.9901279759516558,"sex: -1, alleles: 0.23","sex: 1, alleles: 0.48"
-0.987264225222048,"sex: -1, alleles: 0.1","sex: 1, alleles: -0.1"
-0.9866775372762278,"sex: -1, alleles: -0.12","sex: 1, alleles: 0.11"
-0.9857283933705423,"sex: -1, alleles: -0.16","sex: 1, alleles: -1.11"
-0.9855368509359427,"sex: -1, alleles: 0.7","sex: 1, alleles: -0.7"
-0.9854558264599192,"sex: -1, alleles: 0.15","sex: 1, alleles: -1.6"
-0.985122265288769,"sex: -1, alleles: -1.46","sex: 1, alleles: -0.77"
-0.9778391972174318,"sex: -1, alleles: 0.33","sex: 1, alleles: -0.61"
-0.9776317739421669,"sex: -1, alleles: 0.82","sex: 1, alleles: -0.7"
-0.9771639597793669,"sex: -1, alleles: 0.59","sex: 1, alleles: -1.35"
-0.9768367678280816,"sex: -1, alleles: -0.66","sex: 1, alleles: 0.04"
-0.9755813152526298,"sex: -1, alleles: -0.14","sex: 1, alleles: -0.41"
-0.9752166107880642,"sex: -1, alleles: 0.59","sex: 1, alleles: -0.27"
-0.9745773174507639,"sex: -1, alleles: -0.02","sex: 1, alleles: -0.66"
-0.9738847732575688,"sex: -1, alleles: 0.59","sex: 1, alleles: -1.09"
-0.9724060776429764,"sex: -1, alleles: 0.32","sex: 1, alleles: -0.19"
-0.9722226495121861,"sex: -1, alleles: 0.03","sex: 1, alleles: 0.45"
-0.97177130116473,"sex: -1, alleles: 0.12","sex: 1, alleles: 0.09"
-0.9703974173567649,"sex: -1, alleles: -0.98","sex: 1, alleles: -1.17"
-0.9696973421610269,"sex: -1, alleles: 0.78","sex: 1, alleles: -0.88"
-0.9692972558094948,"sex: -1, alleles: -0.64","sex: 1, alleles: -0.77"
-0.9688758144116248,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.02"
-0.968771054567394,"sex: -1, alleles: -0.18","sex: 1, alleles: 0.91"
-0.9678430865836885,"sex: -1, alleles: -0.39","sex: 1, alleles: 0.58"
-0.9677471965225043,"sex: -1, alleles: 0.5","sex: 1, alleles: -0.41"
-0.9643719077349413,"sex: -1, alleles: -1.24","sex: 1, alleles: -0.4"
-0.9641671626004661,"sex: -1, alleles: 0.18","sex: 1, alleles: 0.08"
-0.9637200047584702,"sex: -1, alleles: -0.14","sex: 1, alleles: -1.6"
-0.9635761707025092,"sex: -1, alleles: 1.29","sex: 1, alleles: 0.0"
-0.9629963949358117,"sex: -1, alleles: 0.82","sex: 1, alleles: -0.19"
-0.9627210653593292,"sex: -1, alleles: -0.22","sex: 1, alleles: -0.76"
-0.9604504124095108,"sex: -1, alleles: -0.88","sex: 1, alleles: -0.53"
-0.9602269232918139,"sex: -1, alleles: -0.49","sex: 1, alleles: 0.23"
-0.9586065255627558,"sex: -1, alleles: 1.29","sex: 1, alleles: -1.36"
-0.9581784710692922,"sex: -1, alleles: 0.37","sex: 1, alleles: -0.37"
-0.9567361831513564,"sex: -1, alleles: 0.26","sex: 1, alleles: -0.41"
-0.9557069536818147,"sex: -1, alleles: 0.65","sex: 1, alleles: 0.08"
-0.9547941920021157,"sex: -1, alleles: 1.14","sex: 1, alleles: -1.28"
-0.9532937449879242,"sex: -1, alleles: -1.56","sex: 1, alleles: 0.48"
-0.9523835168119028,"sex: -1, alleles: -0.91","sex: 1, alleles: -1.13"
-0.9520886565595525,"sex: -1, alleles: -0.12","sex: 1, alleles: 0.37"
-0.9502961311195339,"sex: -1, alleles: -1.01","sex: 1, alleles: 0.3"
-0.9471436587737498,"sex: -1, alleles: -0.18","sex: 1, alleles: 0.37"
-0.9466307525889767,"sex: -1, alleles: 0.3","sex: 1, alleles: -0.45"
-0.9462035375968211,"sex: -1, alleles: -0.64","sex: 1, alleles: -0.26"
-0.9399994098688279,"sex: -1, alleles: -0.69","sex: 1, alleles: -0.13"
-0.9392184536094823,"sex: -1, alleles: -0.24","sex: 1, alleles: 0.12"
-0.9370700254373086,"sex: -1, alleles: 0.06","sex: 1, alleles: 0.01"
-0.9354363661429251,"sex: -1, alleles: -0.21","sex: 1, alleles: -0.28"
-0.9342238932160062,"sex: -1, alleles: -0.91","sex: 1, alleles: 1.01"
-0.932192502590486,"sex: -1, alleles: -0.23","sex: 1, alleles: -1.09"
-0.9320784260668988,"sex: -1, alleles: 0.32","sex: 1, alleles: -0.78"
-0.9301492839291581,"sex: -1, alleles: -0.42","sex: 1, alleles: -0.64"
-0.9293979786933326,"sex: -1, alleles: -0.7","sex: 1, alleles: -0.47"
-0.9269906779592804,"sex: -1, alleles: 0.26","sex: 1, alleles: 0.44"
-0.9263997288083167,"sex: -1, alleles: -0.69","sex: 1, alleles: 0.31"
-0.9214171603337362,"sex: -1, alleles: 0.59","sex: 1, alleles: 0.37"
-0.9207502741723124,"sex: -1, alleles: -0.12","sex: 1, alleles: -0.57"
-0.9188909935344092,"sex: -1, alleles: -0.76","sex: 1, alleles: -2.03"
-0.9183981799271219,"sex: -1, alleles: 0.28","sex: 1, alleles: -0.7"
-0.9177730408933562,"sex: -1, alleles: -0.44","sex: 1, alleles: 0.31"
-0.9160376471921292,"sex: -1, alleles: 0.3","sex: 1, alleles: -1.06"
-0.9152758181542913,"sex: -1, alleles: 0.51","sex: 1, alleles: -1.13"
-0.9151495787345308,"sex: -1, alleles: -1.1","sex: 1, alleles: -0.4"
-0.9135592150420496,"sex: -1, alleles: -0.33","sex: 1, alleles: -0.89"
-0.9133143922738604,"sex: -1, alleles: -0.27","sex: 1, alleles: 0.85"
-0.9124382288959692,"sex: -1, alleles: -0.81","sex: 1, alleles: -0.61"
-0.9110881718069428,"sex: -1, alleles: -0.26","sex: 1, alleles: 0.11"
-0.9106664513281217,"sex: -1, alleles: -0.92","sex: 1, alleles: -0.27"
-0.9086076316736643,"sex: -1, alleles: -0.12","sex: 1, alleles: -1.32"
-0.907435235955105,"sex: -1, alleles: -0.42","sex: 1, alleles: -0.4"
-0.9068052996844362,"sex: -1, alleles: -0.88","sex: 1, alleles: -0.02"
-0.906555191605668,"sex: -1, alleles: 0.59","sex: 1, alleles: -0.73"
-0.9062622054200057,"sex: -1, alleles: 0.08","sex: 1, alleles: -1.28"
-0.9054362502411207,"sex: -1, alleles: -0.91","sex: 1, alleles: 0.33"
-0.9043223794706918,"sex: -1, alleles: 0.59","sex: 1, alleles: 1.09"
-0.9038690872175816,"sex: -1, alleles: 0.35","sex: 1, alleles: 0.48"
-0.9026587988902395,"sex: -1, alleles: -0.64","sex: 1, alleles: -0.58"
-0.9026528745520938,"sex: -1, alleles: 0.14","sex: 1, alleles: -0.07"
-0.899718648342227,"sex: -1, alleles: -0.26","sex: 1, alleles: -0.41"
-0.8968747682656901,"sex: -1, alleles: 0.14","sex: 1, alleles: -1.11"
-0.8961482688351843,"sex: -1, alleles: -0.38","sex: 1, alleles: -1.21"
-0.8921212551893406,"sex: -1, alleles: -0.8","sex: 1, alleles: 0.69"
-0.8912131602429214,"sex: -1, alleles: -0.93","sex: 1, alleles: 0.28"
-0.889227273431717,"sex: -1, alleles: 0.24","sex: 1, alleles: -1.03"
-0.888769906334727,"sex: -1, alleles: -0.37","sex: 1, alleles: -0.79"
-0.8870453824926461,"sex: -1, alleles: 0.42","sex: 1, alleles: 0.65"
-0.8814333440727655,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.75"
-0.881011366114434,"sex: -1, alleles: -0.89","sex: 1, alleles: 0.11"
-0.8794533565862852,"sex: -1, alleles: -0.26","sex: 1, alleles: -0.98"
-0.8792623825758534,"sex: -1, alleles: -0.61","sex: 1, alleles: 0.08"
-0.8768448497511677,"sex: -1, alleles: -0.22","sex: 1, alleles: -0.73"
-0.8766139689989874,"sex: -1, alleles: 0.42","sex: 1, alleles: 0.6"
-0.8754983108326438,"sex: -1, alleles: 0.54","sex: 1, alleles: -0.75"
-0.8753378545269419,"sex: -1, alleles: -0.88","sex: 1, alleles: 1.26"
-0.8746770815963174,"sex: -1, alleles: -0.6","sex: 1, alleles: -0.02"
-0.8745300065563268,"sex: -1, alleles: 0.78","sex: 1, alleles: -0.67"
-0.8743276801356719,"sex: -1, alleles: -0.81","sex: 1, alleles: -1.36"
-0.8735923722944232,"sex: -1, alleles: 0.04","sex: 1, alleles: 1.09"
-0.8690239051238673,"sex: -1, alleles: 0.74","sex: 1, alleles: -0.33"
-0.8664895582578861,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.07"
-0.8650259497589886,"sex: -1, alleles: -1.2","sex: 1, alleles: -0.77"
-0.8631979107455194,"sex: -1, alleles: -0.86","sex: 1, alleles: 0.58"
-0.856593407147104,"sex: -1, alleles: -0.18","sex: 1, alleles: -0.73"
-0.8539562259260303,"sex: -1, alleles: -0.78","sex: 1, alleles: -0.45"
-0.8526894709948302,"sex: -1, alleles: -0.45","sex: 1, alleles: 0.89"
-0.846864654124,"sex: -1, alleles: 0.26","sex: 1, alleles: -0.82"
-0.8461588639957638,"sex: -1, alleles: 0.44","sex: 1, alleles: 0.31"
-0.8456486006106946,"sex: -1, alleles: -1.44","sex: 1, alleles: -0.89"
-0.8427647456946703,"sex: -1, alleles: -0.21","sex: 1, alleles: 0.01"
-0.8416387014997555,"sex: -1, alleles: -0.86","sex: 1, alleles: -0.42"
-0.8391065004014262,"sex: -1, alleles: 0.56","sex: 1, alleles: -0.98"
-0.8378280487761861,"sex: -1, alleles: -0.21","sex: 1, alleles: -0.81"
-0.834867085966574,"sex: -1, alleles: 0.28","sex: 1, alleles: -0.61"
-0.8337671026827383,"sex: -1, alleles: -1.15","sex: 1, alleles: -1.6"
-0.8326139238770272,"sex: -1, alleles: 0.06","sex: 1, alleles: 0.98"
-0.8312574560684309,"sex: -1, alleles: -0.38","sex: 1, alleles: 0.52"
-0.8312569253369965,"sex: -1, alleles: 0.37","sex: 1, alleles: -0.02"
-0.831127341895135,"sex: -1, alleles: -0.64","sex: 1, alleles: -0.3"
-0.8307093358836058,"sex: -1, alleles: 0.32","sex: 1, alleles: -0.22"
-0.8294233890275349,"sex: -1, alleles: -0.27","sex: 1, alleles: -0.81"
-0.8293967629642331,"sex: -1, alleles: -1.95","sex: 1, alleles: 0.48"
-0.8292525922241296,"sex: -1, alleles: -0.62","sex: 1, alleles: 0.08"
-0.8284955300410989,"sex: -1, alleles: -0.03","sex: 1, alleles: -0.14"
-0.8278840436848892,"sex: -1, alleles: -0.66","sex: 1, alleles: -0.62"
-0.826947292640734,"sex: -1, alleles: -0.61","sex: 1, alleles: 0.14"
-0.8255111350852526,"sex: -1, alleles: -0.81","sex: 1, alleles: -0.14"
-0.8184919078646158,"sex: -1, alleles: -1.13","sex: 1, alleles: -0.29"
-0.8181624749485532,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.42"
-0.818041635832545,"sex: -1, alleles: -1.01","sex: 1, alleles: 0.6"
-0.8165407797635131,"sex: -1, alleles: 0.37","sex: 1, alleles: -0.14"
-0.8149754037996737,"sex: -1, alleles: 0.87","sex: 1, alleles: 0.37"
-0.8118205552321546,"sex: -1, alleles: 0.54","sex: 1, alleles: -0.71"
-0.8069778375843926,"sex: -1, alleles: -0.08","sex: 1, alleles: 1.01"
-0.8032845856619533,"sex: -1, alleles: -1.46","sex: 1, alleles: -0.5"
-0.8032636331913908,"sex: -1, alleles: 0.74","sex: 1, alleles: -0.84"
-0.800277765823421,"sex: -1, alleles: -0.79","sex: 1, alleles: -0.73"
-0.799412295741757,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.05"
-0.7985076044271517,"sex: -1, alleles: -0.81","sex: 1, alleles: 0.3"
-0.797505789251274,"sex: -1, alleles: -1.24","sex: 1, alleles: -0.07"
-0.7968310516871665,"sex: -1, alleles: -0.57","sex: 1, alleles: 0.85"
-0.7948782590440041,"sex: -1, alleles: 0.05","sex: 1, alleles: 0.37"
-0.7941116415601952,"sex: -1, alleles: -0.91","sex: 1, alleles: -0.8"
-0.7933826736608862,"sex: -1, alleles: -0.38","sex: 1, alleles: 0.48"
-0.7924806986965904,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.07"
-0.7923105239609329,"sex: -1, alleles: -0.93","sex: 1, alleles: -0.14"
-0.7899580163979905,"sex: -1, alleles: -0.43","sex: 1, alleles: 0.79"
-0.7893697148707434,"sex: -1, alleles: 0.24","sex: 1, alleles: -0.77"
-0.7885395850930031,"sex: -1, alleles: 0.83","sex: 1, alleles: -0.5"
-0.7883140835767517,"sex: -1, alleles: -0.39","sex: 1, alleles: -0.41"
-0.7853722109267448,"sex: -1, alleles: 0.27","sex: 1, alleles: -0.38"
-0.7825875479032944,"sex: -1, alleles: 0.36","sex: 1, alleles: -0.24"
-0.7821767081147348,"sex: -1, alleles: -0.93","sex: 1, alleles: -0.88"
-0.7815931360779573,"sex: -1, alleles: 0.5","sex: 1, alleles: -1.11"
-0.7807158959955229,"sex: -1, alleles: -0.33","sex: 1, alleles: 0.29"
-0.779435484105284,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.48"
-0.7769679054864613,"sex: -1, alleles: -1.56","sex: 1, alleles: 1.07"
-0.7763544237553581,"sex: -1, alleles: -0.49","sex: 1, alleles: -1.43"
-0.7745500792247519,"sex: -1, alleles: 0.76","sex: 1, alleles: 0.8"
-0.7735330608867652,"sex: -1, alleles: 0.06","sex: 1, alleles: -0.37"
-0.7728025119646417,"sex: -1, alleles: -1.41","sex: 1, alleles: 0.11"
-0.7725700142083041,"sex: -1, alleles: 0.32","sex: 1, alleles: -0.45"
-0.7718869679730449,"sex: -1, alleles: -0.02","sex: 1, alleles: 0.71"
-0.7713841126826455,"sex: -1, alleles: -0.93","sex: 1, alleles: 0.23"
-0.7703229715957571,"sex: -1, alleles: 0.01","sex: 1, alleles: -0.61"
-0.7670036709964676,"sex: -1, alleles: 0.28","sex: 1, alleles: -0.02"
-0.7661569256675698,"sex: -1, alleles: -0.88","sex: 1, alleles: -1.4"
-0.7651493715293309,"sex: -1, alleles: -0.61","sex: 1, alleles: -0.7"
-0.7630175178124479,"sex: -1, alleles: 0.83","sex: 1, alleles: -0.84"
-0.7608890824743204,"sex: -1, alleles: -1.2","sex: 1, alleles: 0.09"
-0.7600803516788939,"sex: -1, alleles: -0.23","sex: 1, alleles: 0.68"
-0.7575164379730871,"sex: -1, alleles: 0.06","sex: 1, alleles: 0.08"
-0.7545573748481429,"sex: -1, alleles: 0.06","sex: 1, alleles: -1.0"
-0.7541886520573948,"sex: -1, alleles: -0.03","sex: 1, alleles: -0.18"
-0.7528844487359367,"sex: -1, alleles: -1.06","sex: 1, alleles: -1.35"
-0.7504379248627407,"sex: -1, alleles: 0.14","sex: 1, alleles: -0.86"
-0.7491284571995818,"sex: -1, alleles: -0.02","sex: 1, alleles: -0.89"
-0.7467322921616784,"sex: -1, alleles: -0.7","sex: 1, alleles: -0.3"
-0.7465334863683817,"sex: -1, alleles: 0.54","sex: 1, alleles: -1.32"
-0.7461126189019027,"sex: -1, alleles: 0.54","sex: 1, alleles: 0.88"
-0.7459069309098039,"sex: -1, alleles: 0.21","sex: 1, alleles: 1.17"
-0.7457786201039911,"sex: -1, alleles: 0.3","sex: 1, alleles: -0.53"
-0.7437229744860256,"sex: -1, alleles: -0.2","sex: 1, alleles: 0.55"
-0.7430774691821221,"sex: -1, alleles: 0.42","sex: 1, alleles: 1.01"
-0.742992741678622,"sex: -1, alleles: 0.15","sex: 1, alleles: 0.11"
-0.742439424627154,"sex: -1, alleles: 0.06","sex: 1, alleles: -0.6"
-0.7401394957815806,"sex: -1, alleles: -0.37","sex: 1, alleles: -0.07"
-0.7373782344136397,"sex: -1, alleles: -0.92","sex: 1, alleles: -0.8"
-0.734779390772937,"sex: -1, alleles: -0.34","sex: 1, alleles: 0.11"
-0.7340969268517729,"sex: -1, alleles: 1.42","sex: 1, alleles: -0.98"
-0.731095857807527,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.4"
-0.7292689546180481,"sex: -1, alleles: 0.16","sex: 1, alleles: -0.5"
-0.7289851661207571,"sex: -1, alleles: 0.01","sex: 1, alleles: -0.38"
-0.7274067683948933,"sex: -1, alleles: 1.29","sex: 1, alleles: 0.01"
-0.7269570803935083,"sex: -1, alleles: -0.83","sex: 1, alleles: -1.64"
-0.7255112989947534,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.37"
-0.7249525949008209,"sex: -1, alleles: -0.43","sex: 1, alleles: 0.37"
-0.7218097272952839,"sex: -1, alleles: -0.13","sex: 1, alleles: 0.06"
-0.7204687471452054,"sex: -1, alleles: -1.15","sex: 1, alleles: 0.25"
-0.7199421534209758,"sex: -1, alleles: 0.54","sex: 1, alleles: 0.44"
-0.7187672286315779,"sex: -1, alleles: 0.32","sex: 1, alleles: -0.67"
-0.7183584113692526,"sex: -1, alleles: -0.82","sex: 1, alleles: -0.11"
-0.7165729477935091,"sex: -1, alleles: -0.18","sex: 1, alleles: -0.71"
-0.7151335562133915,"sex: -1, alleles: 0.22","sex: 1, alleles: -0.99"
-0.7124989530613799,"sex: -1, alleles: -0.19","sex: 1, alleles: -0.24"
-0.7115403954514172,"sex: -1, alleles: 1.03","sex: 1, alleles: -0.98"
-0.7108317184846673,"sex: -1, alleles: -0.18","sex: 1, alleles: 0.45"
-0.7097004030377204,"sex: -1, alleles: 0.15","sex: 1, alleles: -0.25"
-0.7071347491254819,"sex: -1, alleles: -0.07","sex: 1, alleles: -0.99"
-0.7032381880961329,"sex: -1, alleles: -0.1","sex: 1, alleles: -0.57"
-0.7001048217084632,"sex: -1, alleles: 0.92","sex: 1, alleles: -0.57"
-0.6993735566626869,"sex: -1, alleles: 1.03","sex: 1, alleles: -0.79"
-0.6990919328004079,"sex: -1, alleles: -0.61","sex: 1, alleles: 0.37"
-0.698506162066528,"sex: -1, alleles: -0.64","sex: 1, alleles: -0.61"
-0.6966763174300011,"sex: -1, alleles: 0.76","sex: 1, alleles: -1.11"
-0.6953743565129752,"sex: -1, alleles: -0.08","sex: 1, alleles: -1.43"
-0.6946205719184481,"sex: -1, alleles: -0.53","sex: 1, alleles: 0.69"
-0.6931996851348529,"sex: -1, alleles: -0.72","sex: 1, alleles: -0.16"
-0.692746815297208,"sex: -1, alleles: -0.47","sex: 1, alleles: -0.77"
-0.6923935727060722,"sex: -1, alleles: 0.82","sex: 1, alleles: -1.11"
-0.6916621684743864,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.7"
-0.6911544930944702,"sex: -1, alleles: -0.07","sex: 1, alleles: -0.07"
-0.6894463442030178,"sex: -1, alleles: -1.01","sex: 1, alleles: 0.29"
-0.6892795459407526,"sex: -1, alleles: -0.07","sex: 1, alleles: -1.23"
-0.6887197454328547,"sex: -1, alleles: -0.27","sex: 1, alleles: 0.79"
-0.6886096583403654,"sex: -1, alleles: -0.24","sex: 1, alleles: -0.7"
-0.6885135412240179,"sex: -1, alleles: -0.07","sex: 1, alleles: -0.69"
-0.6873105014860701,"sex: -1, alleles: -0.05","sex: 1, alleles: -0.37"
-0.6869040334975762,"sex: -1, alleles: -1.08","sex: 1, alleles: 1.07"
-0.6863707199339426,"sex: -1, alleles: -0.33","sex: 1, alleles: -0.29"
-0.6860046437155944,"sex: -1, alleles: 1.08","sex: 1, alleles: -0.84"
-0.6820586456039222,"sex: -1, alleles: 0.82","sex: 1, alleles: -0.6"
-0.6819987116041498,"sex: -1, alleles: -1.29","sex: 1, alleles: 0.6"
-0.6808626442293817,"sex: -1, alleles: -0.13","sex: 1, alleles: -0.02"
-0.6787267516809994,"sex: -1, alleles: -0.78","sex: 1, alleles: -0.7"
-0.6784760203280703,"sex: -1, alleles: 0.37","sex: 1, alleles: -0.15"
-0.6780355208835445,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.63"
-0.6767182411842878,"sex: -1, alleles: -1.06","sex: 1, alleles: -0.26"
-0.6765988604252123,"sex: -1, alleles: 0.27","sex: 1, alleles: 0.71"
-0.6759565649715189,"sex: -1, alleles: 0.34","sex: 1, alleles: -0.73"
-0.6750913950463868,"sex: -1, alleles: -0.23","sex: 1, alleles: 0.13"
-0.6747453723965957,"sex: -1, alleles: 0.51","sex: 1, alleles: 0.09"
-0.6742381630578891,"sex: -1, alleles: -0.7","sex: 1, alleles: -1.11"
-0.6735111026519538,"sex: -1, alleles: -0.44","sex: 1, alleles: -0.07"
-0.673054859860863,"sex: -1, alleles: -0.23","sex: 1, alleles: -0.5"
-0.6701604091036003,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.28"
-0.6674462967380904,"sex: -1, alleles: 0.16","sex: 1, alleles: -0.13"
-0.6644399646116157,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.79"
-0.6621163463465135,"sex: -1, alleles: 0.27","sex: 1, alleles: -0.81"
-0.6611483945135642,"sex: -1, alleles: -1.17","sex: 1, alleles: -0.98"
-0.6589184029391332,"sex: -1, alleles: -0.89","sex: 1, alleles: -0.37"
-0.6563221964422338,"sex: -1, alleles: -0.61","sex: 1, alleles: -0.79"
-0.6556534933312514,"sex: -1, alleles: -0.03","sex: 1, alleles: -0.84"
-0.6553886383916271,"sex: -1, alleles: -1.13","sex: 1, alleles: 0.76"
-0.6529439514182256,"sex: -1, alleles: -0.49","sex: 1, alleles: 0.44"
-0.6509027031740069,"sex: -1, alleles: 0.37","sex: 1, alleles: -0.64"
-0.6504284835626384,"sex: -1, alleles: 0.42","sex: 1, alleles: 0.32"
-0.6493543843781102,"sex: -1, alleles: 0.15","sex: 1, alleles: -0.13"
-0.6485486162566688,"sex: -1, alleles: 0.04","sex: 1, alleles: -2.03"
-0.6482372622955203,"sex: -1, alleles: -0.16","sex: 1, alleles: -0.79"
-0.6451637319500255,"sex: -1, alleles: 0.74","sex: 1, alleles: -1.09"
-0.6449134079489529,"sex: -1, alleles: -1.56","sex: 1, alleles: -0.02"
-0.643029255560657,"sex: -1, alleles: 0.26","sex: 1, alleles: 0.46"
-0.6423946150555823,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.77"
-0.6410231085264317,"sex: -1, alleles: -0.91","sex: 1, alleles: -1.11"
-0.6405824203084862,"sex: -1, alleles: -1.56","sex: 1, alleles: -0.4"
-0.6399050199509254,"sex: -1, alleles: 0.02","sex: 1, alleles: -0.13"
-0.6393034777269411,"sex: -1, alleles: -1.29","sex: 1, alleles: -1.03"
-0.6346316305173438,"sex: -1, alleles: -0.89","sex: 1, alleles: 1.09"
-0.6343293950487858,"sex: -1, alleles: -1.29","sex: 1, alleles: -0.79"
-0.6331915349163014,"sex: -1, alleles: -0.18","sex: 1, alleles: 1.26"
-0.6326271099271127,"sex: -1, alleles: 0.24","sex: 1, alleles: -0.7"
-0.6308239781023541,"sex: -1, alleles: -1.24","sex: 1, alleles: -1.59"
-0.6305291431070804,"sex: -1, alleles: 0.44","sex: 1, alleles: -0.45"
-0.62966056658883,"sex: -1, alleles: -0.34","sex: 1, alleles: -0.89"
-0.628927165359257,"sex: -1, alleles: 0.78","sex: 1, alleles: 0.08"
-0.6272822470627466,"sex: -1, alleles: 1.08","sex: 1, alleles: 0.76"
-0.6271012620602308,"sex: -1, alleles: 0.04","sex: 1, alleles: -0.34"
-0.6267210811661696,"sex: -1, alleles: 0.11","sex: 1, alleles: 0.67"
-0.624550975246131,"sex: -1, alleles: 0.87","sex: 1, alleles: -0.93"
-0.6238106828643613,"sex: -1, alleles: -0.18","sex: 1, alleles: -0.25"
-0.6226544785968193,"sex: -1, alleles: -0.62","sex: 1, alleles: 0.29"
-0.61745122624065,"sex: -1, alleles: -0.67","sex: 1, alleles: -0.89"
-0.6171311839388101,"sex: -1, alleles: -0.66","sex: 1, alleles: -0.02"
-0.6158408372355284,"sex: -1, alleles: -1.01","sex: 1, alleles: -0.64"
-0.615083699725357,"sex: -1, alleles: 0.75","sex: 1, alleles: -0.28"
-0.6147876393612418,"sex: -1, alleles: 0.1","sex: 1, alleles: -0.42"
-0.6131381080081568,"sex: -1, alleles: 0.76","sex: 1, alleles: -0.29"
-0.6119249548101664,"sex: -1, alleles: 0.25","sex: 1, alleles: -0.5"
-0.6067598124414011,"sex: -1, alleles: -0.38","sex: 1, alleles: -0.5"
